Student_ID,College,Year_Level,Prior_GPA,Final_Grade,Reading_Dependency_Score,Writing_Dependency_Score,Numeracy_Dependency_Score,Motivation_Score,Environment_Score,AI_Dependency_Index,AI_Sessions_Week,Avg_Session_Duration_Min,AI_Tools_Count,Primary_AI_Tool,Usage_Purpose_Buckets,Study_Hours_Per_Week,Assignment_Submission_Punctuality,LMS_Activity_Level,Grade_Improvement_Delta,High_Risk_Flag
S0525,College of Arts,4,3.44,4.0,3.9,5.58,3.52,3.92,5.31,4.22,4,17,2,Bard,Brainstorming,20.3,0.5,15,0.56,0
S0526,College of Business,3,2.95,3.69,1.9,5.53,2.76,5.1,4.1,3.21,6,29,3,Gemini,Research,11.1,0.54,16,0.74,0
S0527,College of Engineering,4,2.61,3.06,4.25,2.59,1.23,4.05,4.83,2.79,6,7,1,QuillBot,Brainstorming,14.9,0.7,14,0.45,1
S0528,College of Engineering,2,1.81,2.05,5.21,5.88,5.69,4.94,4.93,5.79,7,36,5,Grammarly,Grammar,15.4,0.89,17,0.24,0
S0529,College of Arts,3,3.34,3.25,3.75,4.65,2.01,3.39,4.71,3.28,3,43,2,Bard,Paraphrasing,6.6,0.71,20,-0.09,0
S0530,College of Computer Studies,4,1.88,2.39,4.07,6.76,3.46,6.76,6.33,4.73,4,35,3,ChatGPT,Research,12.4,0.54,17,0.51,1
S0531,College of Arts,2,2.94,3.01,2.55,4.82,5.68,5.82,6.58,4.19,4,29,4,Grammarly,Computation,7.6,0.97,16,0.07,0
S0532,College of Education,4,3.54,3.67,3.8,5.6,2.86,7.0,5.73,4.11,6,22,1,Gemini,Grammar,8.0,0.74,14,0.13,1
S0533,College of Computer Studies,1,2.79,2.76,4.51,4.64,3.96,6.67,5.04,4.08,9,37,5,ChatGPT,Problem-solving,11.7,0.82,18,-0.03,0
S0534,College of Arts,4,2.92,3.08,3.92,6.37,4.08,6.61,4.35,4.78,3,4,4,Grammarly,Research,2.5,0.98,16,0.16,0
S0535,College of Computer Studies,3,3.15,3.13,6.07,4.91,1.02,5.45,5.05,4.1,8,13,4,QuillBot,Grammar,11.3,0.64,15,-0.02,0
S0536,College of Business,2,3.63,3.95,5.4,5.86,5.36,5.42,4.83,5.68,5,10,5,Grammarly,Grammar,14.3,0.89,13,0.32,0
S0537,College of Arts,3,2.42,2.41,4.53,4.77,4.65,6.88,4.81,4.77,4,12,4,Grammarly,Paraphrasing,9.6,0.87,19,-0.01,0
S0538,College of Arts,4,2.91,2.82,5.94,4.21,4.24,5.42,3.58,4.95,6,38,5,Bard,Grammar,10.7,0.81,17,-0.09,0
S0539,College of Engineering,1,2.91,3.56,3.09,5.29,4.92,3.67,4.04,4.42,5,18,3,QuillBot,Paraphrasing,9.0,0.93,20,0.65,0
S0540,College of Engineering,1,2.23,2.7,4.38,7.0,5.07,4.97,4.2,5.72,4,23,2,Grammarly,Grammar,14.1,0.79,19,0.47,1
S0541,College of Education,3,3.12,3.6,3.64,3.55,3.56,7.0,4.26,3.77,5,29,1,Gemini,Computation,8.7,0.57,12,0.48,0
S0542,College of Computer Studies,4,2.41,2.67,2.93,6.0,2.27,5.61,3.96,3.42,5,25,3,QuillBot,Grammar,5.7,0.67,21,0.26,0
S0543,College of Computer Studies,1,3.21,3.2,3.64,4.37,4.21,4.21,6.68,3.77,5,22,4,Gemini,Grammar,15.6,0.73,18,-0.01,0
S0544,College of Arts,1,2.44,2.47,6.33,4.15,3.52,5.38,5.96,4.75,4,16,5,QuillBot,Paraphrasing,5.2,0.9,14,0.03,1
S0545,College of Computer Studies,4,2.96,3.16,3.18,6.56,1.76,4.67,4.65,3.94,6,23,4,ChatGPT,Research,5.4,0.71,20,0.2,0
S0546,College of Education,1,3.48,4.0,7.0,3.98,3.03,4.43,3.22,4.87,1,5,3,Bard,Computation,16.1,0.5,20,0.52,0
S0547,College of Arts,4,3.35,3.59,6.0,5.29,4.96,5.52,5.66,5.22,8,34,1,Bard,Computation,8.6,0.92,21,0.24,1
S0548,College of Computer Studies,3,3.32,3.02,4.91,2.55,2.84,5.45,4.69,3.55,6,19,4,Bard,Problem-solving,4.1,0.87,23,-0.3,0
S0549,College of Computer Studies,4,3.89,3.75,4.26,4.49,5.14,5.52,6.26,4.57,3,29,4,Gemini,Brainstorming,10.5,0.73,18,-0.14,0
S0550,College of Arts,3,3.18,3.25,5.62,5.6,4.48,4.83,3.39,5.41,8,33,3,Bard,Computation,8.9,0.87,23,0.07,0
S0551,College of Arts,4,2.64,3.03,5.89,3.07,2.76,5.37,6.46,3.89,6,29,3,Grammarly,Brainstorming,6.8,0.83,15,0.39,0
S0552,College of Arts,1,3.12,3.39,3.92,7.0,4.27,3.77,3.6,5.56,6,22,5,Grammarly,Paraphrasing,12.2,0.95,20,0.27,0
S0553,College of Computer Studies,3,2.43,2.55,3.23,5.48,5.6,5.26,5.58,4.87,3,27,3,ChatGPT,Paraphrasing,7.6,0.71,19,0.12,1
S0554,College of Arts,3,3.3,3.01,5.67,5.68,5.89,3.91,3.18,5.74,5,22,3,Grammarly,Grammar,11.5,0.86,22,-0.29,0
S0555,College of Computer Studies,4,3.39,3.9,3.49,5.26,4.91,4.14,4.62,4.5,2,16,2,Grammarly,Research,11.5,0.79,18,0.51,0
S0556,College of Engineering,2,3.1,3.48,4.15,4.16,3.83,5.53,5.22,4.48,5,33,1,QuillBot,Paraphrasing,16.5,0.57,10,0.38,1
S0557,College of Business,1,3.26,3.89,3.64,3.76,3.09,5.09,2.96,3.34,7,17,5,Grammarly,Grammar,15.4,0.86,19,0.63,0
S0558,College of Computer Studies,2,2.73,3.26,3.24,4.44,4.29,4.79,6.39,4.14,4,14,2,Bard,Paraphrasing,13.6,0.83,15,0.53,1
S0559,College of Engineering,3,3.22,3.42,7.0,7.0,4.77,4.16,3.26,6.25,13,29,4,Bard,Brainstorming,6.2,0.5,21,0.2,1
S0560,College of Engineering,3,2.6,3.01,3.33,4.08,4.86,5.76,3.9,4.21,6,12,4,Gemini,Research,1.5,0.76,19,0.41,1
S0561,College of Education,2,3.39,3.58,5.23,4.06,5.17,3.31,4.42,4.92,2,29,1,Gemini,Problem-solving,14.1,0.84,20,0.19,0
S0562,College of Computer Studies,1,3.47,3.37,4.6,6.1,6.12,3.09,4.66,5.54,3,12,1,ChatGPT,Research,11.4,0.52,9,-0.1,0
S0563,College of Engineering,1,3.61,3.74,5.47,3.66,4.35,2.64,3.24,4.35,10,34,5,QuillBot,Research,10.3,0.95,20,0.13,0
S0564,College of Business,1,2.71,3.46,4.62,4.44,3.84,6.35,6.39,4.0,8,25,1,Grammarly,Grammar,6.5,0.93,16,0.75,0
S0565,College of Business,3,2.92,3.25,3.92,5.36,3.47,3.78,4.68,4.08,5,17,3,Grammarly,Brainstorming,9.9,0.88,20,0.33,0
S0566,College of Education,2,2.68,2.8,4.7,3.39,2.83,3.38,5.15,3.71,9,18,4,Grammarly,Brainstorming,10.2,0.82,22,0.12,0
S0567,College of Education,4,2.91,3.22,3.17,5.48,3.95,5.28,5.55,4.12,3,22,3,QuillBot,Problem-solving,11.9,0.97,16,0.31,0
S0568,College of Education,1,2.09,2.09,7.0,1.82,4.24,5.56,3.91,4.49,6,11,4,Bard,Grammar,8.2,0.69,15,0.0,0
S0569,College of Education,3,2.89,3.2,3.59,3.66,3.9,5.17,4.35,3.94,8,17,4,Gemini,Research,14.4,0.79,13,0.31,1
S0570,College of Education,4,3.25,3.68,2.29,4.16,3.37,3.44,5.0,3.25,5,42,4,ChatGPT,Research,13.4,0.92,22,0.43,0
S0571,College of Arts,4,2.52,3.36,5.46,1.63,1.11,4.75,5.37,2.88,3,20,1,Bard,Computation,15.6,0.7,20,0.84,0
S0572,College of Computer Studies,4,3.94,4.0,5.46,5.44,4.07,5.68,4.82,5.04,3,20,2,Bard,Paraphrasing,10.4,0.99,16,0.06,0
S0573,College of Education,1,3.01,3.81,4.48,5.57,3.34,5.33,6.17,4.47,8,25,5,ChatGPT,Grammar,17.4,0.91,12,0.8,0
S0574,College of Computer Studies,3,3.6,3.22,5.03,5.04,6.3,6.34,5.42,5.51,4,28,4,Bard,Computation,10.5,0.72,13,-0.38,0
S0575,College of Business,2,2.7,2.71,3.35,3.59,4.53,6.19,5.08,3.97,11,22,1,Grammarly,Paraphrasing,8.6,0.98,13,0.01,0
S0576,College of Business,3,2.49,2.43,3.09,5.75,3.54,3.89,5.53,4.18,9,1,4,QuillBot,Computation,1.0,0.93,29,-0.06,0
S0577,College of Computer Studies,3,2.9,2.91,3.1,6.84,6.78,6.74,5.47,5.18,3,23,5,Bard,Brainstorming,5.4,0.71,23,0.01,1
S0578,College of Computer Studies,3,2.82,3.22,4.7,6.22,4.74,5.58,2.87,5.67,5,5,5,Gemini,Grammar,6.4,0.72,18,0.4,1
S0579,College of Engineering,2,2.79,2.93,5.54,5.86,3.25,5.72,5.81,4.74,5,13,1,QuillBot,Brainstorming,12.4,0.78,18,0.14,0
S0580,College of Arts,4,3.39,3.63,3.1,3.36,4.38,4.92,5.52,3.58,6,39,2,Bard,Paraphrasing,10.1,0.91,21,0.24,1
S0581,College of Computer Studies,4,2.88,2.92,4.74,5.89,4.92,4.39,4.81,5.31,8,8,4,Gemini,Brainstorming,11.5,0.5,17,0.04,1
S0582,College of Computer Studies,2,3.21,3.16,3.78,4.09,5.08,3.87,3.88,4.28,8,30,1,Grammarly,Grammar,6.3,0.76,17,-0.05,0
S0583,College of Computer Studies,3,2.42,2.74,4.23,5.24,4.63,5.15,5.24,4.48,8,31,2,Gemini,Problem-solving,14.3,0.51,12,0.32,1
S0584,College of Education,4,2.28,2.54,5.9,4.18,5.52,5.64,4.23,5.17,4,21,4,Grammarly,Research,16.9,0.92,13,0.26,1
S0585,College of Computer Studies,2,3.02,2.65,4.73,3.74,6.46,7.0,4.39,4.97,3,13,4,ChatGPT,Grammar,6.7,0.61,19,-0.37,0
S0586,College of Education,3,2.71,2.46,3.62,6.21,4.19,6.13,3.24,4.89,8,29,3,ChatGPT,Computation,11.7,0.83,19,-0.25,1
S0587,College of Business,1,3.25,3.16,3.27,3.22,5.85,6.05,5.84,4.26,5,33,5,Bard,Computation,9.8,0.58,23,-0.09,1
S0588,College of Engineering,1,2.99,3.07,3.43,5.6,3.21,4.28,3.38,3.78,4,27,3,ChatGPT,Brainstorming,16.2,0.95,17,0.08,0
S0589,College of Business,4,2.65,2.99,3.36,4.28,5.04,4.66,5.89,3.99,6,42,5,QuillBot,Problem-solving,7.1,0.87,25,0.34,0
S0590,College of Business,1,3.86,4.0,7.0,3.4,6.82,4.3,5.05,5.4,7,32,4,Gemini,Problem-solving,17.3,0.74,9,0.14,0
S0591,College of Arts,1,2.85,3.37,6.17,2.71,5.94,5.14,5.56,5.06,8,24,4,Gemini,Problem-solving,12.8,0.78,21,0.52,1
S0592,College of Computer Studies,2,3.41,3.63,3.98,4.04,3.23,4.87,4.24,4.02,4,17,1,Bard,Problem-solving,16.9,0.68,29,0.22,1
S0593,College of Arts,3,3.44,4.0,1.51,5.28,2.16,5.15,4.8,2.91,3,23,3,Grammarly,Problem-solving,13.3,0.56,19,0.56,1
S0594,College of Arts,4,2.72,2.8,3.87,4.42,7.0,4.79,3.79,5.26,6,22,4,QuillBot,Computation,12.8,0.92,5,0.08,1
S0595,College of Computer Studies,2,2.94,3.03,4.55,6.43,4.05,5.02,4.04,5.14,8,28,3,QuillBot,Paraphrasing,16.6,0.97,17,0.09,0
S0596,College of Computer Studies,3,2.86,3.23,5.29,3.59,2.87,6.32,7.0,4.33,8,21,4,Bard,Grammar,12.0,0.68,21,0.37,1
S0597,College of Education,1,2.99,3.53,3.29,3.65,3.53,3.21,3.6,3.19,5,23,3,Gemini,Problem-solving,16.8,0.73,18,0.54,1
S0598,College of Education,2,3.37,3.83,4.55,5.0,2.24,4.44,5.27,4.1,8,34,3,Gemini,Grammar,16.6,0.97,19,0.46,0
S0599,College of Computer Studies,2,3.31,3.37,5.03,7.0,6.23,3.78,4.51,6.25,4,48,5,Gemini,Problem-solving,10.3,0.92,21,0.06,0
S0600,College of Engineering,3,3.37,3.23,5.73,5.6,4.61,5.24,4.63,5.45,8,17,4,QuillBot,Problem-solving,10.3,0.87,14,-0.14,0
S0601,College of Computer Studies,2,2.83,3.41,4.61,4.98,2.96,4.6,4.79,4.48,4,24,3,Gemini,Computation,12.2,0.6,20,0.58,1
S0602,College of Business,4,2.9,3.45,4.54,4.9,3.63,3.25,3.47,4.21,7,22,1,QuillBot,Grammar,15.7,0.69,15,0.55,1
S0603,College of Business,4,3.4,3.31,7.0,5.43,4.12,3.4,5.13,5.7,3,8,1,Gemini,Paraphrasing,8.9,0.91,16,-0.09,0
S0604,College of Education,1,3.13,3.42,5.14,5.05,1.0,4.3,5.03,3.84,8,6,1,ChatGPT,Grammar,15.0,0.94,24,0.29,0
S0605,College of Engineering,2,2.92,3.08,4.28,4.46,3.38,5.22,4.77,4.07,10,26,4,QuillBot,Computation,14.1,0.55,26,0.16,0
S0606,College of Arts,1,3.29,3.74,6.09,5.71,4.74,4.87,4.19,5.71,1,27,5,Gemini,Research,9.7,0.99,16,0.45,1
S0607,College of Education,3,3.11,3.01,4.07,5.87,4.63,5.95,4.57,4.83,9,32,1,Bard,Paraphrasing,12.1,0.9,16,-0.1,0
S0608,College of Education,1,3.43,3.46,4.77,1.75,1.65,4.33,4.64,3.02,6,29,4,ChatGPT,Grammar,7.3,0.91,18,0.03,0
S0609,College of Computer Studies,1,2.66,3.16,4.54,5.93,4.13,4.61,4.92,5.04,8,10,2,Gemini,Grammar,19.5,0.98,16,0.5,0
S0610,College of Education,2,3.34,3.68,3.41,5.22,4.39,5.88,5.42,4.46,6,13,3,QuillBot,Paraphrasing,14.0,0.8,20,0.34,0
S0611,College of Engineering,4,3.17,3.75,4.83,5.95,4.9,5.72,6.19,5.42,5,20,4,Gemini,Brainstorming,11.6,0.66,13,0.58,1
S0612,College of Arts,1,2.85,3.79,3.49,5.86,2.41,5.63,6.66,4.11,11,1,5,Grammarly,Paraphrasing,12.6,0.55,21,0.94,1
S0613,College of Arts,3,3.32,2.89,4.74,4.01,5.19,3.49,4.24,4.27,8,14,3,Bard,Paraphrasing,8.8,0.85,17,-0.43,0
S0614,College of Arts,2,3.03,3.75,4.95,6.9,3.43,6.62,3.81,5.13,8,12,4,Grammarly,Paraphrasing,17.1,0.5,25,0.72,1
S0615,College of Education,4,2.64,2.35,4.58,7.0,5.95,5.91,5.58,5.98,6,33,1,Bard,Problem-solving,11.1,0.56,16,-0.29,1
S0616,College of Computer Studies,2,3.32,3.05,6.48,3.86,5.28,4.76,4.09,5.03,7,26,1,Bard,Problem-solving,1.0,0.7,16,-0.27,1
S0617,College of Education,3,3.94,4.0,4.55,5.95,2.98,2.91,6.74,4.45,9,29,1,Bard,Brainstorming,13.5,0.62,21,0.06,0
S0618,College of Business,2,3.09,3.67,2.18,2.66,4.21,4.5,4.95,3.23,7,13,4,QuillBot,Brainstorming,8.4,0.78,20,0.58,1
S0619,College of Education,1,3.1,3.03,4.01,6.16,5.87,4.52,3.92,5.02,7,14,4,Gemini,Problem-solving,8.4,0.6,14,-0.07,0
S0620,College of Computer Studies,3,3.29,3.37,1.43,4.82,4.97,6.31,6.37,3.65,9,29,4,Grammarly,Research,13.9,0.5,18,0.08,0
S0621,College of Business,1,3.02,3.33,5.66,5.99,1.16,5.68,4.93,4.31,3,13,2,QuillBot,Grammar,12.5,0.85,18,0.31,0
S0622,College of Education,2,3.82,3.67,4.58,5.91,5.03,5.31,4.24,5.07,3,25,5,QuillBot,Paraphrasing,10.8,0.95,17,-0.15,0
S0623,College of Computer Studies,3,3.23,3.28,2.63,4.71,3.23,3.67,6.75,3.79,4,16,2,QuillBot,Research,14.3,0.73,21,0.05,0
S0624,College of Education,2,3.3,3.71,6.58,1.0,4.34,3.26,7.0,3.86,5,37,5,ChatGPT,Brainstorming,14.8,0.89,13,0.41,0
S0625,College of Computer Studies,1,3.18,3.31,4.74,5.23,6.38,4.96,5.53,5.81,10,35,1,QuillBot,Computation,12.2,0.5,18,0.13,0
S0626,College of Engineering,2,3.47,4.0,4.17,3.48,4.64,5.19,3.88,3.81,6,28,4,ChatGPT,Problem-solving,17.1,0.81,19,0.53,0
S0627,College of Business,2,3.05,3.83,4.16,1.33,4.23,5.3,4.14,2.96,7,13,1,Grammarly,Brainstorming,13.8,0.93,12,0.78,0
S0628,College of Engineering,3,2.91,3.85,4.43,3.6,2.27,2.91,4.56,3.41,7,22,2,Gemini,Problem-solving,9.4,0.8,21,0.94,0
S0629,College of Arts,3,2.2,2.64,1.56,6.78,4.14,5.18,2.73,4.01,7,19,2,Gemini,Paraphrasing,15.8,0.86,18,0.44,0
S0630,College of Arts,2,3.14,3.02,7.0,5.84,7.0,5.57,4.01,6.66,6,29,5,Gemini,Grammar,14.9,0.93,23,-0.12,1
S0631,College of Engineering,3,3.21,3.61,4.12,3.96,3.97,4.03,4.99,4.13,8,33,5,Bard,Grammar,12.7,0.97,16,0.4,0
S0632,College of Computer Studies,3,2.44,2.39,4.08,5.73,4.74,4.61,4.91,4.88,5,21,2,Bard,Problem-solving,5.7,0.5,16,-0.05,1
S0633,College of Arts,4,3.37,3.14,5.13,4.18,4.03,4.68,3.69,4.29,6,32,1,ChatGPT,Grammar,12.7,0.5,15,-0.23,0
S0634,College of Computer Studies,2,3.56,3.19,5.31,6.12,3.5,5.82,5.58,5.15,3,3,4,QuillBot,Computation,18.0,0.81,15,-0.37,0
S0635,College of Education,2,3.18,3.36,4.85,4.73,3.65,3.42,5.76,4.16,5,19,2,Gemini,Computation,13.8,0.5,14,0.18,1
S0636,College of Computer Studies,2,2.55,2.39,3.14,4.54,2.98,5.71,4.18,3.37,3,1,3,Bard,Research,7.0,0.91,15,-0.16,0
S0637,College of Computer Studies,2,3.19,3.39,5.44,3.48,4.1,5.01,4.79,4.2,6,38,3,Bard,Problem-solving,10.1,0.84,28,0.2,0
S0638,College of Business,2,3.64,3.9,3.4,3.49,1.0,4.71,5.69,2.59,8,25,4,Bard,Research,11.6,0.64,24,0.26,0
S0639,College of Business,3,3.32,3.24,4.17,4.77,3.67,4.84,5.44,4.6,2,5,5,QuillBot,Brainstorming,13.9,0.88,15,-0.08,1
S0640,College of Engineering,2,3.3,3.33,6.24,3.92,5.58,4.69,4.82,5.56,10,3,4,Grammarly,Grammar,16.4,0.96,15,0.03,0
S0641,College of Arts,1,3.34,3.56,4.09,3.62,5.68,4.97,4.49,4.52,5,1,2,Gemini,Problem-solving,8.7,0.96,13,0.22,0
S0642,College of Computer Studies,2,3.56,3.63,5.14,3.72,4.97,4.22,1.66,4.35,5,39,4,ChatGPT,Grammar,12.4,0.81,23,0.07,0
S0643,College of Engineering,3,3.26,3.43,5.02,3.49,2.56,5.13,5.49,3.85,8,11,4,ChatGPT,Problem-solving,4.0,0.77,17,0.17,0
S0644,College of Engineering,3,3.32,3.04,7.0,5.02,2.84,5.85,6.75,4.99,9,25,4,Bard,Paraphrasing,9.5,0.72,24,-0.28,0
S0645,College of Business,3,3.6,3.76,5.22,5.71,2.8,5.74,5.0,4.35,7,36,4,Gemini,Grammar,5.5,0.9,19,0.16,0
S0646,College of Engineering,1,2.7,3.13,6.57,2.63,3.76,4.3,3.42,4.29,2,5,1,Grammarly,Paraphrasing,11.5,0.9,19,0.43,0
S0647,College of Education,4,3.0,3.69,4.75,4.74,6.53,3.05,3.08,4.82,9,22,2,ChatGPT,Computation,16.7,0.5,24,0.69,0
S0648,College of Arts,2,2.63,2.6,6.89,3.99,5.08,6.11,5.59,5.45,9,19,1,Grammarly,Paraphrasing,12.7,0.97,12,-0.03,0
S0649,College of Education,1,2.74,3.06,5.2,4.46,5.13,3.88,5.47,5.01,9,6,4,ChatGPT,Paraphrasing,13.9,0.5,13,0.32,1
S0650,College of Business,3,3.28,3.87,5.94,2.45,2.98,6.43,5.76,3.93,7,37,1,QuillBot,Paraphrasing,13.3,0.8,13,0.59,0
S0651,College of Business,1,2.99,3.0,4.48,4.37,3.49,4.29,5.01,3.94,2,23,1,Grammarly,Computation,9.3,0.79,17,0.01,1
S0652,College of Engineering,2,3.1,3.6,4.77,7.0,4.52,4.29,4.39,5.25,6,18,2,QuillBot,Computation,10.1,0.88,17,0.5,0
S0653,College of Education,2,2.81,3.07,4.74,5.9,5.93,4.55,4.23,5.46,8,32,5,Gemini,Grammar,7.6,0.69,15,0.26,0
S0654,College of Arts,4,3.14,3.48,4.93,3.77,4.21,6.53,3.63,3.92,9,33,2,QuillBot,Brainstorming,11.1,0.76,15,0.34,0
S0655,College of Computer Studies,2,3.01,3.13,2.86,3.61,3.83,4.06,4.14,3.38,12,26,5,ChatGPT,Brainstorming,2.0,0.88,21,0.12,0
S0656,College of Business,4,2.96,2.75,2.21,6.83,5.57,4.53,4.99,4.84,2,33,1,Grammarly,Brainstorming,4.8,0.84,14,-0.21,0
S0657,College of Education,2,3.66,3.53,5.71,4.04,2.46,3.32,6.15,3.96,2,18,1,ChatGPT,Brainstorming,14.1,0.68,22,-0.13,0
S0658,College of Computer Studies,2,2.62,3.26,3.91,3.49,2.45,4.75,3.38,3.29,5,17,5,Gemini,Problem-solving,19.3,0.7,12,0.64,1
S0659,College of Business,1,2.89,3.1,3.32,4.97,2.09,4.78,6.0,3.7,10,20,2,QuillBot,Computation,8.7,0.53,18,0.21,1
S0660,College of Arts,1,3.02,3.12,3.05,7.0,3.39,6.54,6.13,4.66,6,36,3,Bard,Computation,7.7,0.77,16,0.1,0
S0661,College of Computer Studies,4,2.92,3.09,4.9,4.93,2.4,4.7,4.83,4.11,9,7,5,Grammarly,Brainstorming,4.8,0.97,18,0.17,0
S0662,College of Computer Studies,1,3.18,3.79,4.77,5.73,5.77,4.71,3.73,5.57,4,30,5,Grammarly,Paraphrasing,8.0,0.88,15,0.61,0
S0663,College of Computer Studies,4,3.14,3.61,5.23,5.78,4.97,4.15,6.0,5.51,4,24,1,Bard,Computation,11.6,0.52,12,0.47,0
S0664,College of Arts,3,2.86,3.07,5.01,4.88,5.19,3.48,6.52,5.12,9,35,3,Grammarly,Grammar,10.1,0.71,21,0.21,1
S0665,College of Education,4,2.28,2.5,4.02,7.0,4.69,5.37,5.1,5.35,6,11,5,QuillBot,Paraphrasing,16.0,0.76,21,0.22,1
S0666,College of Engineering,2,2.58,2.0,4.61,7.0,5.26,4.91,4.99,5.64,10,24,1,Gemini,Brainstorming,8.2,0.73,20,-0.58,0
S0667,College of Business,3,2.67,2.79,3.94,6.09,5.34,4.13,5.8,5.03,4,34,3,QuillBot,Computation,10.4,0.55,22,0.12,0
S0668,College of Computer Studies,4,3.48,3.35,4.52,5.28,5.5,5.0,5.57,5.06,7,31,1,Bard,Computation,6.7,0.75,14,-0.13,0
S0669,College of Business,4,2.36,3.28,3.93,2.51,5.2,4.66,5.3,4.06,9,28,2,Gemini,Brainstorming,13.4,0.58,20,0.92,0
S0670,College of Business,4,3.29,3.39,5.7,7.0,5.14,5.01,5.16,5.93,5,34,2,Grammarly,Problem-solving,12.8,0.89,11,0.1,0
S0671,College of Education,3,2.83,2.47,3.89,2.23,4.59,5.67,6.35,3.69,9,27,5,Grammarly,Paraphrasing,10.5,0.81,9,-0.36,0
S0672,College of Education,2,2.78,2.65,5.13,2.32,3.52,4.35,4.83,3.75,4,15,1,Gemini,Research,8.8,0.55,16,-0.13,0
S0673,College of Business,2,2.24,1.62,7.0,4.58,5.55,3.76,5.8,6.09,6,34,2,Gemini,Research,10.0,0.57,20,-0.62,1
S0674,College of Business,1,2.99,3.1,6.42,4.78,4.42,5.2,4.19,5.51,5,14,4,Bard,Problem-solving,7.2,0.78,17,0.11,0
S0675,College of Education,4,2.66,2.37,4.37,5.8,4.99,6.64,5.24,5.06,8,12,3,QuillBot,Computation,12.5,0.59,18,-0.29,0
S0676,College of Computer Studies,2,3.46,3.54,5.95,6.08,3.79,6.35,5.7,5.39,5,24,1,Gemini,Computation,7.5,0.59,14,0.08,1
S0677,College of Education,2,2.81,3.12,2.73,4.07,3.77,6.55,5.72,3.74,5,12,2,ChatGPT,Paraphrasing,10.2,0.83,14,0.31,0
S0678,College of Arts,3,2.91,3.08,5.27,3.36,2.04,5.56,6.62,3.43,4,34,3,Grammarly,Paraphrasing,4.4,0.58,10,0.17,0
S0679,College of Arts,3,3.28,3.73,3.64,4.69,3.73,3.73,2.53,3.9,5,22,5,Bard,Grammar,15.7,0.61,20,0.45,0
S0680,College of Education,4,2.85,3.33,4.95,5.4,2.34,5.85,3.34,4.15,7,24,3,Grammarly,Research,11.1,1.0,17,0.48,0
S0681,College of Engineering,2,2.48,2.76,4.19,5.13,5.11,5.16,5.06,4.79,6,28,1,Bard,Computation,18.4,0.82,18,0.28,0
S0682,College of Education,2,2.63,2.54,3.62,4.27,3.57,4.34,7.0,3.63,4,23,3,Gemini,Problem-solving,13.7,0.88,16,-0.09,0
S0683,College of Computer Studies,2,2.93,3.08,6.28,5.05,4.82,4.73,5.4,5.52,9,26,5,QuillBot,Research,3.1,0.89,27,0.15,1
S0684,College of Education,1,3.02,3.51,2.17,6.76,2.29,4.58,4.16,3.81,5,9,4,Grammarly,Research,17.7,0.95,26,0.49,0
S0685,College of Arts,1,2.86,3.21,6.24,5.5,2.0,4.13,3.42,4.68,3,19,5,QuillBot,Brainstorming,7.1,0.68,14,0.35,0
S0686,College of Business,4,2.77,2.94,4.61,2.42,1.93,5.09,5.18,3.32,12,30,5,ChatGPT,Problem-solving,14.7,0.61,15,0.17,0
S0687,College of Business,1,3.35,3.9,4.75,6.73,3.34,3.86,5.04,5.0,6,14,2,Grammarly,Research,11.3,0.8,20,0.55,0
S0688,College of Business,3,3.46,3.84,5.27,3.89,4.93,3.87,5.32,5.04,3,30,4,ChatGPT,Grammar,15.8,0.69,11,0.38,0
S0689,College of Engineering,4,3.28,3.63,3.06,6.71,4.79,4.88,4.6,4.85,10,23,4,Grammarly,Problem-solving,14.7,0.8,19,0.35,0
S0690,College of Arts,4,3.49,3.77,6.48,3.59,7.0,5.0,5.74,5.77,4,15,5,Bard,Brainstorming,11.4,0.5,15,0.28,0
S0691,College of Engineering,4,3.03,3.17,5.61,1.0,3.62,4.98,4.48,3.69,6,10,2,Gemini,Problem-solving,11.1,0.91,17,0.14,0
S0692,College of Education,4,3.04,3.36,3.5,2.63,2.91,7.0,6.03,2.62,2,18,5,Grammarly,Problem-solving,10.1,0.93,23,0.32,0
S0693,College of Education,3,2.37,2.06,2.2,4.21,3.04,4.48,4.46,3.3,5,17,3,QuillBot,Problem-solving,4.5,0.91,17,-0.31,0
S0694,College of Arts,2,2.51,2.13,2.61,7.0,4.42,5.13,2.83,4.76,5,28,5,Bard,Grammar,6.5,0.72,21,-0.38,1
S0695,College of Education,3,3.04,3.42,5.59,3.85,5.04,5.84,4.31,4.82,6,15,4,Gemini,Computation,12.8,0.62,17,0.38,1
S0696,College of Arts,4,2.98,3.36,4.63,4.55,2.61,3.66,4.09,3.79,8,15,1,QuillBot,Problem-solving,13.3,0.71,21,0.38,1
S0697,College of Education,1,3.09,3.81,3.96,7.0,4.77,4.36,5.22,5.21,6,2,1,Gemini,Paraphrasing,14.1,0.64,11,0.72,1
S0698,College of Education,2,2.71,2.65,5.03,3.05,5.39,4.35,5.38,4.58,5,33,2,Bard,Computation,15.5,0.5,18,-0.06,1
S0699,College of Business,3,2.9,3.51,3.08,3.69,3.18,5.08,5.77,3.72,5,20,1,ChatGPT,Problem-solving,18.8,0.5,10,0.61,1
S0700,College of Engineering,3,2.34,2.82,3.92,7.0,4.14,4.94,6.0,5.31,5,28,2,Grammarly,Grammar,5.3,0.5,16,0.48,0
